feature_1,target
0.9161790946839934,1
488.63465968504966,1
274.3207885933792,1
365.77405019465033,1
-2.6111780279325405,1
214.38608672935703,1
-18.68716635290227,1
-31.902834315074756,1
55.320960695912895,1
29.085484252403468,1
-17.82504845207889,1
22.986129921219874,1
248.10141797358003,1
54.823467939946056,1
17.00876792477077,1
-14.389581877337445,1
-4.557727735818618,1
148.61663276697155,1
-7.1181415158612555,1
734.5893197510699,1
-3.864125658769431,1
20.15902801926375,1
-25.464134823110932,1
6.728226245812019,1
-50.81808934378296,1
486.28740425769536,1
-38.122176285634694,1
57.21682039530049,1
-8.398588174308344,1
65.25516640248443,1
132.75909083942727,1
-81.43753819708655,1
-32.89519546017888,1
-47.431638905961734,1
94.51721024098929,1
196.6249292759633,1
3.986255398844162,1
-26.229451153565172,1
0.46169081233639014,1
4.448110442968285,1
-10.27789379279224,1
-10.163294085754595,1
-3.1376680335724556,1
4.111129689426868,1
-26.433205640545488,1
-2.7130633642418287,1
-29.5708398882959,1
4.68348525143763,1
-69.31345131522151,1
4.278602259275037,1
-47.10613858956472,1
16.966175318118285,1
242.24149312338133,1
13.282036353020398,1
58.077002513733774,1
63.57579487839236,1
-10.718376913365415,1
-59.86138854431721,1
-1.1238147047769944,1
37.192217188927124,1
-113.07484747279474,1
21.70692576698528,1
7.012699057845258,1
-6.467568964967504,1
-38.30596162540464,1
-4.894719747469062,1
244.58521843555286,1
-46.610009634769064,1
-18.073389252472627,1
-3.2885011579834234,1
137.87706996253294,1
759.4960859021566,1
16.430066365775673,1
8.92742880568249,1
10.70666135265789,1
-0.7471531398699822,1
-60.61005588856633,1
-12.231565209521714,1
21.529790969645322,1
3.99004023198776,1
-1.64191467041941,1
1.7865240174274455,1
61.28662032145621,1
2.385342276759152,1
-2.456895580599997,1
-9.825483066064313,1
1.4081945130013995,1
-0.21300258936537103,1
7.403230734816611,1
26.026219767426362,1
1.0423282717364057,1
41.77988551866598,1
-0.9236953795195061,1
3.5242970234201194,1
13.89401090805522,1
-10.830929835461964,1
7.50865682076475,1
-2.20242051637936,1
0.6264879559283674,1
-0.7795013807904736,1
-0.36215473432340906,1
-0.7163501029638502,1
6.985403976721601,1
-85.17795060636188,1
25.27255228484872,1
19.906553845077916,1
7.143969269873544,1
-7.888431274736894,1
9.37008577631459,1
23.71110836845409,1
19.274393412848376,1
23.962283665518093,1
53.25972764094112,1
25.508329824981622,1
25.154593413789684,1
38.98354748362895,1
10.015186269515203,1
26.39635978966829,1
20.655210995870927,1
-20.117803295161384,1
98.08946398206858,1
-2.1064783046448485,1
-5.470752644316929,1
9.665809973324135,1
18.801107776972245,1
-42.236925522180314,1
15.145629263069782,1
-18.264761792056625,1
-20.86036787181618,1
2.542779218885748,1
-21.34553117335168,1
-4.922038112097447,1
1.209399265195082,1
3.104742844210657,1
-8.792729994961284,1
-1.3912100569977812,1
-2.85126206040323,1
0.012980705543748805,1
0.9930232484276219,1
-1.7087621361743224,1
9.624606493321268,1
1.0775891137850733,1
-0.5843863341184177,1
-25.217944734561886,1
-8.648815882879875,1
-17.296819999268514,1
56.62277849268749,1
-14.399552452536884,1
18.925770662967928,1
-7.548788429512596,1
-12.831402656748033,1
11.176084527343319,1
21.64662148617578,1
-27.757622562945777,1
-13.881378013832993,1
-4.529370535324644,1
-33.95382532808837,1
4.606065978651284,1
2.192054234920101,1
37.153271430859185,1
8.531178459800861,1
-16.941357122530558,1
-87.6538040069675,1
7.651122996949267,1
1.0861192837529337,1
55.560521076616034,1
27.271792991899805,1
0.4571030809455001,1
-19.144504927121144,1
-6.593687488590952,1
-2.9658019332253067,1
-19.76391125777777,1
51.861324042574346,1
39.10663780578595,1
24.78386533158878,1
