feature_1,target
0.9749707834686191,1
490.5901682359158,1
274.67918509434026,1
366.1306912505073,1
-2.661274348062995,1
214.37473933252235,1
-18.69185745455883,1
-35.384275643392776,1
55.30296506357035,1
27.782928130091104,1
-17.77169933228478,1
22.95676326527856,1
253.32812182077782,1
53.30368122518231,1
17.12763559899428,1
-14.159521890490465,1
-4.643484597987952,1
148.69990099535906,1
-7.17991255987298,1
735.9123103862348,1
-3.9008131305909144,1
21.752093215513792,1
-25.422978317532,1
6.658529647936555,1
-51.0497666372514,1
485.94589578011653,1
-39.117353376582415,1
49.76748471957271,1
-5.8294147375881495,1
63.490744737505494,1
177.17788999068443,1
-82.275771263776,1
-25.8437727897137,1
-50.49147573392966,1
94.54268988938652,1
196.58811508971326,1
3.9438603445569873,1
-26.194017752352497,1
-4.480407315294636,1
4.463031177919383,1
-11.959838506582487,1
-5.381255985772259,1
1.2499301882218652,1
4.451825372208696,1
-35.46191136960749,1
-2.8390449809405465,1
-27.682246681844035,1
2.9140865786380656,1
-73.77886933576242,1
4.150108695958934,1
-50.25532566446347,1
21.681469213315868,1
246.50040692657456,1
18.845114792988955,1
53.56570850004884,1
64.6883208595032,1
-11.843449913710877,1
-61.757271408918974,1
-1.176345857568947,1
33.451583879054105,1
-119.93535883013365,1
20.04269187069043,1
9.729017141431893,1
-5.50070608384899,1
-43.67709773217325,1
-5.013940524254845,1
252.19487062813934,1
-48.43573305540081,1
-21.644982353797403,1
-3.3762051329555893,1
139.65818508870495,1
760.6668430455018,1
16.452309838357007,1
8.96039305998283,1
11.74303568556515,1
-0.7517513636868138,1
-61.06720601310642,1
-10.780960629798047,1
21.59889594528358,1
3.95500716653131,1
-1.714003972104869,1
1.7557182129444373,1
61.939649952759936,1
2.2994357832491565,1
-3.164270665398698,1
-12.599197082629598,1
0.8994344969747445,1
1.339069762413781,1
6.6060228415907885,1
25.362375707308868,1
-6.578676910829303,1
40.79346365104959,1
0.7047709083920947,1
1.9910671895161456,1
14.1738167365693,1
-10.747807822666884,1
6.953422847720681,1
-4.6941291931863525,1
0.6808637136281597,1
-0.6516670815626571,1
-0.61859788936017,1
-0.7479433818739115,1
0.6810698449520296,1
-88.21491105147746,1
8.718341069101516,1
17.80902311469349,1
5.359816034681442,1
0.7437070711228921,1
14.504810596731414,1
22.7313922670265,1
22.188420412855415,1
28.629193707441676,1
55.34414554754273,1
26.35093031037747,1
25.433418737570047,1
36.694095191994975,1
9.668483632928881,1
27.077627852917622,1
27.601071068318593,1
-22.248192534159312,1
99.73530320134549,1
-4.650871537803886,1
-5.675801361643192,1
10.61271318838682,1
10.32189277225917,1
-54.49393739344873,1
15.071163845838694,1
-18.50929677629901,1
-20.312411003062625,1
2.468669399540594,1
-22.699077587993013,1
-4.371971443394767,1
1.5266365577553782,1
3.1617843632328304,1
-8.965649573403512,1
-1.559994884113172,1
-2.9131726663228052,1
0.03937753259550886,1
0.9781900507879382,1
-0.21526895651821282,1
9.127067524802365,1
1.028748412275607,1
-0.5991291256387719,1
-22.61520894304116,1
-8.374468937440753,1
-16.07634079056335,1
55.42827068309532,1
-17.237978549936297,1
20.595514580078262,1
-17.918194362956857,1
-11.635985998995098,1
10.75065538805451,1
22.001469018543926,1
-22.521419902277962,1
-15.036319461273598,1
-4.317079184543877,1
-35.68845109688461,1
4.592934778007207,1
10.025621794013656,1
32.71714730553104,1
5.501862791626478,1
-17.99622932675025,1
-87.32953538361326,1
7.028201149935796,1
0.900113425059285,1
65.5497392550175,1
27.597386246980538,1
0.4858925796649636,1
-20.970285079404185,1
-7.827895387727884,1
-3.000707897351526,1
-13.661478214863335,1
52.321291979114385,1
46.24179792304849,1
25.269780320412316,1
2.82085713298396,1
-8.258360804544882,1
3.7291006684292323,1
-25.045577289161358,1
24.03174249337546,1
0.0700936929358238,1
4.09730132602005,1
-16.592366514143485,1
-1.5766864961607616,1
4.485912083575565,1
81.43850959981684,1
5.812047981752177,1
-0.3864421867668054,1
12.934066487075476,1
-4.956573643632588,1
-2.763652437285234,1
-28.50187669381258,1
-10.111541636959952,1
15.81993083017124,1
-2.819211073107651,1
13.617370107430796,1
40.48367776903609,1
-3.61636216396016,1
160.60683906925303,1
-60.896707280142394,1
-0.666939240443708,1
5.434217197386098,1
18.572905295396072,1
13.185735964354398,1
-22.520173979502815,1
0.14449696134286083,1
-14.697496145436954,1
-36.49060758880831,1
34.132122105415036,1
0.2618045092121528,1
-4.458797782187477,1
-33.65126847472495,1
22.59138777370223,1
94.17195699136974,1
-0.47072298473765384,1
19.836548216208566,1
1.9778178162602582,1
-20.46852928536189,1
6.0864269327316585,1
39.64698814191337,1
11.200437970775809,1
-2.688163038464742,1
-10.012246598486382,1
-43.75991206505973,1
-50.115141103270865,1
-16.21172550321456,1
1.7338868273746801,1
-38.46367309826299,1
12.4918759377816,1
-3.5533342189579304,1
39.75348850879092,1
-52.96631401931758,1
18.21366505667217,1
47.35923271895512,1
15.638635939253955,1
-164.96354927777298,1
25.46787172393747,1
-22.80710122965202,1
37.84361221106898,1
0.16703547408303893,1
-21.724528852677107,1
-6.744709603718863,1
-0.24000816457325796,1
-12.238715293823516,1
-5.939766734455141,1
23.379987182636544,1
-1.9224368272113816,1
-1.6896394114293454,1
-6.559971572289333,1
-8.784169700949551,1
-0.27416660376740487,1
18.092800859762903,1
-279.2701756955979,1
-0.27698859131373277,1
68.9393906439662,1
-0.9064841447561016,1
-5.052101842280769,1
-7.087624297692803,1
-1.929653306620617,1
-220.57418468915304,1
1.3592846756239125,1
-0.7640894026890719,1
18.689289521806547,1
1.0800357043576516,1
45.581391765615265,1
16.63832527554718,1
-3.7363137575875207,1
32.48205207221792,1
436.60979838058154,1
148.15382247730815,1
2.9359461870381667,1
1.5605962744780344,1
0.8362457272376285,1
-15.253146296421292,1
60.473656330904845,1
-5.482665546557703,1
-5.982958945549477,1
-81.130663953137,1
7.967044543738596,1
-4.041122433915074,1
-72.7499293555973,1
-27.836764618436682,1
-1.5615686136705236,1
1.8361604274328391,1
-3.4662475662212215,1
42.10622603884865,1
-22.419318021950435,1
-0.28203071184337036,1
3.6468949788773255,1
22.525559063107618,1
2.2662876263746763,1
6.961573835684602,1
2.2360818848528674,1
-3.08497378551775,1
-9.894979462805075,1
-1.2428938038527888,1
-2.1221164440306346,1
-304.83121826469795,1
21.03970309223829,1
-36.68522218853363,1
-10.659585357860877,1
7.606585033039191,1
-23.27669268940086,1
-214.16208740501506,1
-9.278798913635574,1
4.419146905015124,1
0.6785748337197006,1
-2.9766501808214385,1
3.916292951039649,1
71.37754446013477,1
-9.18643816708748,1
2.279638932072303,1
-5.05406750391668,1
11.667456782477423,1
-3.7581744528695658,1
34.292050043577966,1
-23.159986373552762,1
12.71119483743047,1
-96.96722094395733,1
-10.906986120854693,1
2.347003335092031,1
16.85102604183465,1
1.3488845642133884,1
81.68860746239037,1
5.308932374798327,1
88.17480999543176,1
-2.2379957624455447,1
2.6172619979816116,1
-16.324352394862096,1
-20.958529946672062,1
-1.6570573550014316,1
9.524991377507876,1
-17.4549703115972,1
-1.1165386159569017,1
-18.716813504769927,1
14.675562632913259,1
1.534254657527652,1
-48.39155938556497,1
-3.245675498725816,1
33.59680334573308,1
-0.9935399435200236,1
1.1159709560523516,1
11.956144065922265,1
-74.07339395066346,1
21.319223172094276,1
1.5231382959906865,1
-14.793490150607838,1
5.14101563181769,1
-3.203922296233357,1
24.05999623766276,1
-4.2398328224644075,1
-33.25608645230915,1
8.86834493954733,1
-14.45591444024235,1
57.67739189798782,1
-2.0584772546675403,1
14.50249246124323,1
-12.536372715065063,1
549.0930386966432,1
4.746912985112716,1
-181.5523706402787,1
-535.9625975781248,1
2.77637571372441,1
1.627926676176791,1
-3.2136170667298973,1
-35.51586003774921,1
-29.125452026830583,1
-27.302911364340954,1
-9.683688531126082,1
4.408285424445149,1
-26.39787907747655,1
23.655033014145594,1
-4.69281273358766,1
18.062282289983433,1
188.77207822032355,1
22.971522516247298,1
-2.0233253000407663,1
-25.355586876146152,1
35.84021222486211,1
341.48579647477925,1
18.63054956540409,1
2.7088342137362735,1
-38.000962550789914,1
33.69687938594489,1
-4.34714062518609,1
4.760735850745726,1
2.865734352128866,1
6.453862196972867,1
-1.3961363821596964,1
4.811184844482413,1
3.826956058161715,1
3.302021810363117,1
0.7876503898915725,1
91.54300634910317,1
-22.113190032800006,1
-43.245976329877095,1
23.766819658718877,1
-3.619998406486159,1
21.306672447926065,1
19.85227614633992,1
-17.821164595862232,1
-7.778708838910408,1
-0.17445071293499503,1
-12.235538174447548,1
3.4986000152019607,1
2.9984850339389126,1
75.62316342826155,1
-16.202124456645546,1
0.49128050008355606,1
-251.1384803736113,1
1.2225045486251789,1
0.22075251424734726,1
6.889961587284549,1
2.2723995070348457,1
31.81632665780922,1
-9.932299617054428,1
1.0379971277594204,1
651.3835733610022,1
-39.257547468030076,1
-3.4715768802465545,1
-0.17043719835899318,1
-2.3497257067538206,1
3.1076920508890886,1
121.90974084951615,1
54.123653660996176,1
0.7650062029361385,1
3.88925360054313,1
1.5904817419114998,1
3.827556197155162,1
3.777085359347157,1
-87.3565535326406,1
18.135450015258236,1
-1.7894801458921057,1
75.90273164269935,1
-0.2059020174793893,1
-87.41571029475892,1
-23.135074113013417,1
-2.606376395762835,1
-25.90942500524739,1
1.557827911849858,1
55.09971629743415,1
-11.49328913759917,1
0.937262912325442,1
-69.58039631178649,1
-166.7258265224526,1
26.623414904962157,1
-78.67508994653046,1
-19.46127596942638,1
-31.140000888948475,1
126.85556707787224,1
-0.9331640381837325,1
0.40232008037662514,1
15.663833435121436,1
-0.44197616599941925,1
-2.351666197950475,1
-130.6531466116443,1
23.788778355672637,1
-36.344119326806066,1
3.070952158170911,1
0.8139647363167185,1
-1.030021860773126,1
-103.21115109281436,1
2.090616186170267,1
-1.4759232957941912,1
-2.7481310753154404,1
43.37173033654919,1
3.25791136701471,1
5.007135023786381,1
-31.06120416417562,1
-0.9200955547861789,1
-12.300412069687692,1
1.1865255651022408,1
-15.410531769107827,1
666.6206504930927,1
-1.58109713577583,1
60.986540089050635,1
-0.5358575584959644,1
-22.50839516403617,1
-0.3030443541415148,1
-768.7445492470764,1
-0.40784500953551606,1
3.2658768129395734,1
-64.56976172086662,1
-0.9595081359719975,1
2.2491370520059193,1
-45.66289125241881,1
27.549444577630265,1
29.031495235598257,1
